Date,SPY,IEF
2009-12-31,0.6,0.4
2010-01-01,0.6581578721779194,0.3418421278220807
2010-01-02,0.6581578721779194,0.3418421278220807
2010-01-03,0.6581578721779194,0.3418421278220807
2010-01-04,0.6613762688937652,0.3386237311062347
2010-01-05,0.6609870630077666,0.33901293699223345
2010-01-06,0.6620501248295343,0.3379498751704657
2010-01-07,0.6629919237060743,0.3370080762939256
2010-01-08,0.6634578048381544,0.33654219516184564
2010-01-09,0.6634578048381543,0.33654219516184564
2010-01-10,0.6634578048381543,0.33654219516184564
2010-01-11,0.6636185490550464,0.33638145094495375
2010-01-12,0.6599178705590907,0.3400821294409094
2010-01-13,0.6628779060057756,0.3371220939942245
2010-01-14,0.6624321017855913,0.33756789821440863
2010-01-15,0.6589035543299271,0.34109644567007297
2010-01-16,0.658903554329927,0.34109644567007297
2010-01-17,0.658903554329927,0.34109644567007297
2010-01-18,0.658903554329927,0.34109644567007297
2010-01-19,0.6620869509604136,0.3379130490395864
2010-01-20,0.6590235010431965,0.34097649895680354
2010-01-21,0.6538209198544429,0.3461790801455571
2010-01-22,0.6484994628700935,0.3515005371299065
2010-01-23,0.6484994628700935,0.3515005371299065
2010-01-24,0.6484994628700935,0.3515005371299065
2010-01-25,0.6501669683699944,0.3498330316300056
2010-01-26,0.6487581231714803,0.35124187682851965
2010-01-27,0.6503667368638125,0.3496332631361874
2010-01-28,0.6478142777229499,0.3521857222770502
2010-01-29,0.6444317087183826,0.35556829128161743
2010-01-30,0.6444317087183826,0.35556829128161743
2010-01-31,0.6444317087183826,0.35556829128161743
2010-02-01,0.648742762006339,0.3512572379936611
2010-02-02,0.6511014196107069,0.3488985803892931
2010-02-03,0.6510518329825203,0.3489481670174797
2010-02-04,0.642012060815124,0.3579879391848759
2010-02-05,0.6417516606159497,0.3582483393840503
2010-02-06,0.6417516606159497,0.35824833938405026
2010-02-07,0.6417516606159497,0.35824833938405026
2010-02-08,0.6402871846995106,0.3597128153004893
2010-02-09,0.6443983687661877,0.35560163123381233
2010-02-10,0.6445844492418914,0.3554155507581085
2010-02-11,0.647245511308261,0.3527544886917389
2010-02-12,0.6465224173083395,0.3534775826916606
2010-02-13,0.6465224173083395,0.3534775826916606
2010-02-14,0.6465224173083395,0.3534775826916606
2010-02-15,0.6465224173083395,0.3534775826916606
2010-02-16,0.6495776479911993,0.3504223520088007
2010-02-17,0.6518633212107605,0.34813667878923943
2010-02-18,0.6540037848362342,0.3459962151637658
2010-02-19,0.6543460982495024,0.34565390175049765
2010-02-20,0.6543460982495024,0.34565390175049765
2010-02-21,0.6543460982495024,0.34565390175049765
2010-02-22,0.6545637754176824,0.34543622458231754
2010-02-23,0.6500758597148775,0.3499241402851226
2010-02-24,0.6520297274292789,0.3479702725707211
2010-02-25,0.6508933994622038,0.3491066005377963
2010-02-26,0.6506858355603591,0.3493141644396409
2010-02-27,0.6506858355603592,0.3493141644396409
2010-02-28,0.6506858355603592,0.3493141644396409
2010-03-01,0.6527952143113045,0.3472047856886954
2010-03-02,0.6532970103827497,0.34670298961725043
2010-03-03,0.6537237442117414,0.34627625578825877
2010-03-04,0.6540083049438226,0.34599169505617755
2010-03-05,0.6582826929708758,0.3417173070291241
2010-03-06,0.6582826929708758,0.3417173070291241
2010-03-07,0.6582826929708758,0.3417173070291241
2010-03-08,0.6589209211578311,0.341079078842169
2010-03-09,0.6587204501180595,0.34127954988194054
2010-03-10,0.6600927025288966,0.3399072974711033
2010-03-11,0.6612260593974861,0.3387739406025139
2010-03-12,0.66089724926136,0.33910275073864016
2010-03-13,0.66089724926136,0.33910275073864016
2010-03-14,0.66089724926136,0.33910275073864016
2010-03-15,0.6609553719822455,0.3390446280177545
2010-03-16,0.6618644395488792,0.33813556045112086
2010-03-17,0.6629143047859893,0.33708569521401066
2010-03-18,0.663392302585462,0.3366076974145379
2010-03-19,0.6625553696165102,0.3374446303834898
2010-03-20,0.6625553696165102,0.3374446303834898
2010-03-21,0.6625553696165102,0.3374446303834898
2010-03-22,0.6630053233485135,0.3369946766514865
2010-03-23,0.6650376639585039,0.334962336041496
2010-03-24,0.666182668126476,0.333817331873524
2010-03-25,0.6666425373598387,0.33335746264016125
2010-03-26,0.6659857611300523,0.33401423886994774
2010-03-27,0.6659857611300523,0.33401423886994774
2010-03-28,0.6659857611300523,0.33401423886994774
2010-03-29,0.6677150293039187,0.3322849706960813
2010-03-30,0.6676424487539239,0.33235755124607613
2010-03-31,0.6663627046954226,0.3336372953045774
2010-04-01,0.6683363641175484,0.33166363588245173
2010-04-02,0.6683363641175483,0.3316636358824517
2010-04-03,0.6683363641175483,0.3316636358824517
2010-04-04,0.6683363641175483,0.3316636358824517
2010-04-05,0.6721240737948962,0.32787592620510375
2010-04-06,0.6719947847573357,0.3280052152426644
2010-04-07,0.6693615987657571,0.3306384012342429
2010-04-08,0.6703746902336171,0.32962530976638305
2010-04-09,0.6715719043120852,0.32842809568791476
2010-04-10,0.6715719043120851,0.32842809568791476
2010-04-11,0.6715719043120851,0.32842809568791476
2010-04-12,0.6713286023582868,0.3286713976417132
2010-04-13,0.671074730020594,0.32892526997940585
2010-04-14,0.6741512183281994,0.32584878167180065
2010-04-15,0.6739634693329966,0.3260365306670035
2010-04-16,0.6690968549316052,0.33090314506839485
2010-04-17,0.6690968549316051,0.3309031450683948
2010-04-18,0.6690968549316051,0.3309031450683948
2010-04-19,0.6704707933802875,0.3295292066197125
2010-04-20,0.6723341096955593,0.32766589030444065
2010-04-21,0.6712211441600681,0.32877885583993205
2010-04-22,0.6723928469629991,0.3276071530370009
2010-04-23,0.6744367791134894,0.3255632208865106
2010-04-24,0.6744367791134894,0.3255632208865105
2010-04-25,0.6744367791134894,0.3255632208865105
2010-04-26,0.6734584093773357,0.32654159062266436
2010-04-27,0.6661017426609436,0.3338982573390563
2010-04-28,0.6689124287178793,0.33108757128212074
2010-04-29,0.6712680907720047,0.32873190922799533
2010-04-30,0.6661313549579858,0.3338686450420143
2010-05-01,0.6661313549579857,0.33386864504201424
2010-05-02,0.6661313549579857,0.33386864504201424
2010-05-03,0.6695701104504347,0.33042988954956526
